0.00	27.000
0.01	26.972
0.02	26.887
0.03	26.749
0.04	26.562
0.05	26.331
0.06	26.063
0.07	25.764
0.08	25.440
0.09	25.098
0.10	24.744
0.11	24.380
0.12	24.011
0.13	23.641
0.14	23.270
0.15	22.900
0.16	22.533
0.17	22.168
0.18	21.806
0.19	21.448
0.20	21.093
0.22	20.393
0.24	19.704
0.25	19.364
0.26	19.027
0.28	18.361
0.30	17.709
0.32	17.072
0.34	16.450
0.35	16.145
0.36	15.845
0.38	15.260
0.40	14.695
0.42	14.151
0.44	13.630
0.45	13.379
0.46	13.133
0.48	12.659
0.50	12.209
0.55	11.188
0.60	10.309
0.65	9.561
0.70	8.930
0.80	7.955
0.90	7.259
1.00	6.738
1.10	6.318
1.20	5.950
1.30	5.605
1.40	5.270
1.50	4.939
1.60	4.613
1.70	4.295
1.80	3.989
1.90	3.697
2.00	3.424
