0.00	73.000
0.01	72.946
0.02	72.788
0.03	72.529
0.04	72.177
0.05	71.745
0.06	71.242
0.07	70.680
0.08	70.072
0.09	69.428
0.10	68.758
0.11	68.069
0.12	67.367
0.13	66.658
0.14	65.944
0.15	65.229
0.16	64.515
0.17	63.802
0.18	63.090
0.19	62.382
0.20	61.675
0.22	60.271
0.24	58.880
0.25	58.189
0.26	57.502
0.28	56.141
0.30	54.799
0.32	53.479
0.34	52.185
0.35	51.548
0.36	50.918
0.38	49.683
0.40	48.479
0.42	47.308
0.44	46.171
0.45	45.615
0.46	45.068
0.48	43.998
0.50	42.962
0.55	40.508
0.60	38.238
0.65	36.132
0.70	34.175
0.80	30.658
0.90	27.618
1.00	25.016
1.10	22.823
1.20	20.998
1.30	19.494
1.40	18.256
1.50	17.228
1.60	16.356
1.70	15.598
1.80	14.916
1.90	14.282
2.00	13.679
